day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;300;VEV_5100;172;19;;;;;177;6;;;;;174.5;0.0
-1;300;VEV_5200;101;31;;;;;103;8;;;;;102.0;0.0
-1;300;VEV_5300;49;26;;;;;;;;;;;49.0;0.0
-1;300;VEV_5400;15;27;;;;;17;20;;;;;16.0;0.0
-1;300;VEV_5500;6;20;;;;;7;9;;;;;6.5;0.0
-1;300;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-1;300;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0
-1;400;HYDROGEL_PACK;9968;14;9966;29;;;9984;14;9987;29;;;9976.0;0.0
-1;400;VELVETFRUIT_EXTRACT;5260;16;;;;;5266;32;;;;;5263.0;0.0
-1;400;VEV_4000;1250;15;1248;15;;;1272;15;1274;15;;;1261.0;0.0
-1;400;VEV_4500;753;12;751;13;;;769;12;771;13;;;761.0;0.0
-1;400;VEV_5000;263;20;262;16;;;269;7;270;19;;;266.0;0.0
-1;400;VEV_5100;173;12;172;24;;;178;26;;;;;175.5;0.0
-1;400;VEV_5200;101;16;;;;;104;29;105;22;;;102.5;0.0
-1;400;VEV_5300;50;8;;;;;52;22;;;;;51.0;0.0
-1;400;VEV_5400;15;22;;;;;17;19;;;;;16.0;0.0
-1;400;VEV_5500;6;19;;;;;7;18;;;;;6.5;0.0
-1;400;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;400;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;500;HYDROGEL_PACK;9967;15;9964;30;;;9983;15;9985;30;;;9975.0;0.0
-1;500;VELVETFRUIT_EXTRACT;5262;15;5261;47;;;5267;67;;;;;5264.5;0.0
-1;500;VEV_4000;1251;10;1248;16;;;1272;10;1274;16;;;1261.5;0.0
-1;500;VEV_4500;753;6;;;;;769;6;771;22;;;761.0;0.0
-1;500;VEV_5000;264;9;263;24;;;270;6;271;16;;;267.0;0.0
-1;500;VEV_5100;174;24;173;21;;;;;;;;;174.0;0.0
-1;500;VEV_5200;;;;;;;104;7;105;33;;;104.0;0.0
-1;500;VEV_5300;50;16;;;;;52;20;52;24;;;51.0;0.0
-1;500;VEV_5400;15;6;;;;;16;25;;;;;15.5;0.0
-1;500;VEV_5500;6;28;;;;;7;18;;;;;6.5;0.0
-1;500;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
-1;500;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;600;HYDROGEL_PACK;9969;11;9967;30;;;9985;11;9988;30;;;9977.0;0.0
-1;600;VELVETFRUIT_EXTRACT;5261;72;;;;;5266;23;5267;41;;;5263.5;0.0
-1;600;VEV_4000;1251;10;1249;17;;;1272;10;1275;17;;;1261.5;0.0
-1;600;VEV_4500;755;8;753;22;;;772;6;773;22;;;763.5;0.0
-1;600;VEV_5000;263;20;;;;;270;7;271;19;;;266.5;0.0
-1;600;VEV_5100;174;18;;;;;;;;;;;174.0;0.0
-1;600;VEV_5200;102;30;101;21;;;104;31;105;19;;;103.0;0.0
-1;600;VEV_5300;;;;;;;52;20;;;;;52.0;0.0
-1;600;VEV_5400;15;21;14;19;;;;;;;;;15.0;0.0
-1;600;VEV_5500;6;22;;;;;7;18;;;;;6.5;0.0
-1;600;VEV_6000;0;28;;;;;1;28;;;;;0.5;0.0
-1;600;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;700;HYDROGEL_PACK;9969;10;9966;28;;;9985;10;9987;28;;;9977.0;0.0
-1;700;VELVETFRUIT_EXTRACT;5261;16;5260;37;5260;33;5266;52;;;;;5263.5;0.0
-1;700;VEV_4000;1252;11;1249;25;;;1273;11;1275;25;;;1262.5;0.0
-1;700;VEV_4500;;;;;;;771;8;773;21;;;771.0;0.0
-1;700;VEV_5000;263;8;262;26;;;269;7;;;;;266.0;0.0
-1;700;VEV_5100;;;;;;;179;9;;;;;179.0;0.0
-1;700;VEV_5200;102;11;101;17;;;105;20;;;;;103.5;0.0
-1;700;VEV_5300;50;28;;;;;52;22;;;;;51.0;0.0
-1;700;VEV_5400;14;27;;;;;;;;;;;14.0;0.0
-1;700;VEV_5500;6;25;;;;;7;26;;;;;6.5;0.0
-1;700;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;700;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;800;HYDROGEL_PACK;9968;11;9966;20;;;9984;11;9987;20;;;9976.0;0.0
-1;800;VELVETFRUIT_EXTRACT;5261;19;5260;22;;;5266;62;;;;;5263.5;0.0
-1;800;VEV_4000;1252;11;1250;28;;;1274;11;1276;28;;;1263.0;0.0
-1;800;VEV_4500;752;12;751;16;750;22;768;12;770;22;;;760.0;0.0
-1;800;VEV_5000;263;13;;;;;;;;;;;263.0;0.0
-1;800;VEV_5100;175;12;174;31;;;180;23;;;;;177.5;0.0
-1;800;VEV_5200;103;9;102;23;;;106;24;;;;;104.5;0.0
-1;800;VEV_5300;;;;;;;51;15;;;;;51.0;0.0
-1;800;VEV_5400;;;;;;;;;;;;;0.0;0.0
-1;800;VEV_5500;6;23;;;;;7;26;;;;;6.5;0.0
-1;800;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
-1;800;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;900;HYDROGEL_PACK;9965;10;9963;23;;;9981;10;9984;23;;;9973.0;0.0
-1;900;VELVETFRUIT_EXTRACT;5260;62;;;;;5265;23;5266;56;;;5262.5;0.0
-1;900;VEV_4000;1252;10;1249;29;;;1273;10;1276;29;;;1262.5;0.0
-1;900;VEV_4500;752;6;750;15;;;770;15;;;;;761.0;0.0
-1;900;VEV_5000;266;11;265;20;;;272;22;;;;;269.0;0.0
-1;900;VEV_5100;175;25;174;18;;;180;12;;;;;177.5;0.0
-1;900;VEV_5200;103;22;102;16;;;105;9;106;20;;;104.0;0.0
-1;900;VEV_5300;49;5;;;;;51;20;;;;;50.0;0.0
-1;900;VEV_5400;15;29;15;10;;;17;15;;;;;16.0;0.0
-1;900;VEV_5500;6;29;;;;;7;30;;;;;6.5;0.0
-1;900;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-1;900;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;1000;HYDROGEL_PACK;9967;13;9964;30;;;9983;13;9985;30;;;9975.0;0.0
-1;1000;VELVETFRUIT_EXTRACT;5259;31;;;;;5265;43;;;;;5262.0;0.0
-1;1000;VEV_4000;1253;14;1250;24;;;1274;14;1277;24;;;1263.5;0.0
-1;1000;VEV_4500;752;9;751;8;750;22;768;9;770;22;;;760.0;0.0
-1;1000;VEV_5000;266;6;265;12;;;272;30;;;;;269.0;0.0
-1;1000;VEV_5100;175;30;174;23;;;179;10;180;24;;;177.0;0.0
-1;1000;VEV_5200;103;22;102;19;;;105;10;106;24;;;104.0;0.0
-1;1000;VEV_5300;48;25;;;;;50;21;51;11;;;49.0;0.0
-1;1000;VEV_5400;16;26;;;;;17;19;;;;;16.5;0.0
-1;1000;VEV_5500;6;30;;;;;7;22;;;;;6.5;0.0
-1;1000;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;1000;VEV_6500;0;21;;;;;1;21;;;;;0.5;0.0
-1;1100;HYDROGEL_PACK;9965;14;9962;22;;;9981;14;9983;22;;;9973.0;0.0
-1;1100;VELVETFRUIT_EXTRACT;5258;38;5258;65;;;5264;52;;;;;5261.0;0.0
-1;1100;VEV_4000;1254;14;1251;18;;;1275;14;1278;18;;;1264.5;0.0
-1;1100;VEV_4500;754;12;752;13;;;770;12;772;13;;;762.0;0.0
-1;1100;VEV_5000;265;10;264;27;;;271;12;272;18;;;268.0;0.0
-1;1100;VEV_5100;174;27;173;23;;;179;13;;;;;176.5;0.0
-1;1100;VEV_5200;101;22;;;;;105;13;;;;;103.0;0.0
-1;1100;VEV_5300;48;22;;;;;50;24;;;;;49.0;0.0
-1;1100;VEV_5400;15;22;;;;;17;19;;;;;16.0;0.0
-1;1100;VEV_5500;6;23;;;;;7;22;;;;;6.5;0.0
-1;1100;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
-1;1100;VEV_6500;0;12;;;;;1;12;;;;;0.5;0.0
-1;1200;HYDROGEL_PACK;9965;11;9963;20;;;9981;11;9984;20;;;9973.0;0.0
-1;1200;VELVETFRUIT_EXTRACT;5260;19;5259;56;;;5265;32;;;;;5262.5;0.0
-1;1200;VEV_4000;1255;11;1252;19;;;1276;11;1278;19;;;1265.5;0.0
-1;1200;VEV_4500;754;8;752;17;;;770;8;771;20;772;17;762.0;0.0
-1;1200;VEV_5000;266;12;265;12;;;272;6;273;19;;;269.0;0.0
-1;1200;VEV_5100;173;32;172;24;;;177;9;178;25;;;175.0;0.0
-1;1200;VEV_5200;101;22;;;;;;;;;;;101.0;0.0
-1;1200;VEV_5300;48;17;;;;;50;26;;;;;49.0;0.0
-1;1200;VEV_5400;15;28;;;;;17;17;;;;;16.0;0.0
-1;1200;VEV_5500;6;15;;;;;7;24;;;;;6.5;0.0
-1;1200;VEV_6000;0;26;;;;;1;26;;;;;0.5;0.0
-1;1200;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0
-1;1300;HYDROGEL_PACK;9964;10;9961;22;;;9980;10;9982;22;;;9972.0;0.0
-1;1300;VELVETFRUIT_EXTRACT;5259;17;5258;58;;;5264;53;;;;;5261.5;0.0
-1;1300;VEV_4000;1256;7;1254;30;;;1278;7;1280;30;;;1267.0;0.0
-1;1300;VEV_4500;754;7;752;24;;;770;7;772;24;;;762.0;0.0
-1;1300;VEV_5000;265;32;;;;;271;22;272;19;;;268.0;0.0
-1;1300;VEV_5100;174;26;173;18;;;178;12;179;19;;;176.0;0.0
-1;1300;VEV_5200;102;8;101;25;;;105;17;;;;;103.5;0.0
-1;1300;VEV_5300;48;29;47;18;;;50;26;51;18;;;49.0;0.0
-1;1300;VEV_5400;15;24;;;;;16;22;17;19;;;15.5;0.0
-1;1300;VEV_5500;6;24;;;;;7;27;;;;;6.5;0.0
-1;1300;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-1;1300;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;1400;HYDROGEL_PACK;9964;14;9961;30;;;9980;14;9982;30;;;9972.0;0.0
-1;1400;VELVETFRUIT_EXTRACT;5259;53;;;;;5265;53;;;;;5262.0;0.0
-1;1400;VEV_4000;1255;10;1253;17;;;1276;10;1279;17;;;1265.5;0.0
-1;1400;VEV_4500;750;24;;;;;768;9;770;24;;;759.0;0.0
-1;1400;VEV_5000;264;10;263;31;;;271;22;;;;;267.5;0.0
-1;1400;VEV_5100;176;35;175;24;;;180;23;181;23;;;178.0;0.0
-1;1400;VEV_5200;103;2;;;;;106;12;;;;;104.5;0.0
-1;1400;VEV_5300;47;29;;;;;50;26;;;;;48.5;0.0
-1;1400;VEV_5400;;;;;;;;;;;;;0.0;0.0
-1;1400;VEV_5500;6;23;;;;;7;24;;;;;6.5;0.0
-1;1400;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-1;1400;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
-1;1500;HYDROGEL_PACK;9966;12;9964;23;;;9982;12;9985;23;;;9974.0;0.0
-1;1500;VELVETFRUIT_EXTRACT;5260;69;;;;;5266;60;;;;;5263.0;0.0
-1;1500;VEV_4000;1255;12;1253;16;;;1277;12;1279;16;;;1266.0;0.0
-1;1500;VEV_4500;753;7;751;14;;;769;7;;;;;761.0;0.0
-1;1500;VEV_5000;261;30;;;;;268;34;;;;;264.5;0.0
-1;1500;VEV_5100;175;9;;;;;179;8;180;14;;;177.0;0.0
-1;1500;VEV_5200;101;26;;;;;105;35;;;;;103.0;0.0
-1;1500;VEV_5300;48;23;;;;;50;28;;;;;49.0;0.0
-1;1500;VEV_5400;15;17;;;;;16;21;;;;;15.5;0.0
-1;1500;VEV_5500;6;19;;;;;7;20;;;;;6.5;0.0
-1;1500;VEV_6000;0;24;;;;;1;24;;;;;0.5;0.0
-1;1500;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;1600;HYDROGEL_PACK;9967;12;9965;25;;;9983;12;9986;25;;;9975.0;0.0
-1;1600;VELVETFRUIT_EXTRACT;5261;66;;;;;5267;67;;;;;5264.0;0.0
-1;1600;VEV_4000;1255;15;1253;23;;;1277;15;1279;23;;;1266.0;0.0
-1;1600;VEV_4500;752;8;750;16;;;768;8;770;16;;;760.0;0.0
-1;1600;VEV_5000;262;14;;;;;269;12;;;;;265.5;0.0
-1;1600;VEV_5100;175;21;174;22;;;179;12;;;;;177.0;0.0
-1;1600;VEV_5200;102;9;101;33;;;105;31;;;;;103.5;0.0
-1;1600;VEV_5300;48;19;47;19;;;50;25;51;12;;;49.0;0.0
-1;1600;VEV_5400;15;17;;;;;16;23;17;28;;;15.5;0.0
-1;1600;VEV_5500;6;25;;;;;7;23;;;;;6.5;0.0
-1;1600;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
-1;1600;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;1700;HYDROGEL_PACK;9965;13;9963;25;;;9981;13;9984;25;;;9973.0;0.0
-1;1700;VELVETFRUIT_EXTRACT;5262;17;5261;54;;;5266;17;5267;34;;;5264.0;0.0
-1;1700;VEV_4000;1254;13;1252;24;;;1276;13;1278;24;;;1265.0;0.0
-1;1700;VEV_4500;754;8;752;21;;;770;8;772;21;;;762.0;0.0
-1;1700;VEV_5000;261;18;;;;;268;6;269;21;;;264.5;0.0
-1;1700;VEV_5100;175;31;174;13;;;179;8;;;;;177.0;0.0
-1;1700;VEV_5200;101;34;;;;;104;28;;;;;102.5;0.0
-1;1700;VEV_5300;48;21;;;;;50;24;;;;;49.0;0.0
-1;1700;VEV_5400;16;19;;;;;18;30;;;;;17.0;0.0
-1;1700;VEV_5500;6;28;;;;;7;18;;;;;6.5;0.0
-1;1700;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;1700;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
-1;1800;HYDROGEL_PACK;9963;20;;;;;9982;15;9984;20;;;9972.5;0.0
-1;1800;VELVETFRUIT_EXTRACT;5261;35;5261;20;;;5266;20;5267;49;;;5263.5;0.0
-1;1800;VEV_4000;1255;12;1252;23;;;1276;12;1279;23;;;1265.5;0.0
-1;1800;VEV_4500;755;12;753;20;;;771;12;772;6;773;20;763.0;0.0
-1;1800;VEV_5000;261;10;260;12;;;267;6;268;23;;;264.0;0.0
-1;1800;VEV_5100;172;15;;;;;;;;;;;172.0;0.0
-1;1800;VEV_5200;101;12;100;18;;;104;25;;;;;102.5;0.0
-1;1800;VEV_5300;48;26;47;14;;;50;18;51;15;;;49.0;0.0
-1;1800;VEV_5400;15;22;;;;;16;22;17;20;;;15.5;0.0
-1;1800;VEV_5500;6;21;;;;;7;20;;;;;6.5;0.0
-1;1800;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-1;1800;VEV_6500;0;18;;;;;1;18;;;;;0.5;0.0
-1;1900;HYDROGEL_PACK;9965;12;9962;29;;;9981;12;9983;29;;;9973.0;0.0
-1;1900;VELVETFRUIT_EXTRACT;5260;58;;;;;5265;20;5266;51;;;5262.5;0.0
-1;1900;VEV_4000;1255;15;1252;25;;;1276;15;1279;25;;;1265.5;0.0
-1;1900;VEV_4500;755;7;753;14;;;771;7;773;14;;;763.0;0.0
-1;1900;VEV_5000;260;20;;;;;267;8;268;13;;;263.5;0.0
-1;1900;VEV_5100;172;23;;;;;177;7;;;;;174.5;0.0
-1;1900;VEV_5200;102;20;101;20;;;105;29;;;;;103.5;0.0
-1;1900;VEV_5300;49;26;;;;;51;27;;;;;50.0;0.0
-1;1900;VEV_5400;;;;;;;17;18;;;;;17.0;0.0
-1;1900;VEV_5500;6;23;;;;;7;18;;;;;6.5;0.0
-1;1900;VEV_6000;0;25;;;;;1;25;;;;;0.5;0.0
-1;1900;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;2000;HYDROGEL_PACK;9967;10;9964;20;;;9983;10;9985;20;;;9975.0;0.0
-1;2000;VELVETFRUIT_EXTRACT;5261;68;;;;;5267;59;;;;;5264.0;0.0
-1;2000;VEV_4000;1254;7;1251;27;;;1275;7;1277;27;;;1264.5;0.0
-1;2000;VEV_4500;754;6;752;21;;;770;6;772;21;;;762.0;0.0
-1;2000;VEV_5000;260;34;259;22;;;266;11;;;;;263.0;0.0
-1;2000;VEV_5100;174;10;173;17;;;178;6;179;13;;;176.0;0.0
-1;2000;VEV_5200;99;13;;;;;103;27;;;;;101.0;0.0
-1;2000;VEV_5300;49;20;;;;;51;19;;;;;50.0;0.0
-1;2000;VEV_5400;;;;;;;17;28;;;;;17.0;0.0
-1;2000;VEV_5500;6;22;;;;;7;27;;;;;6.5;0.0
-1;2000;VEV_6000;0;17;;;;;1;17;;;;;0.5;0.0
-1;2000;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
-1;2100;HYDROGEL_PACK;9966;10;9964;22;;;9982;10;9984;22;;;9974.0;0.0
-1;2100;VELVETFRUIT_EXTRACT;5262;23;;;;;5268;39;;;;;5265.0;0.0
-1;2100;VEV_4000;1254;8;1252;28;;;1276;8;1278;28;;;1265.0;0.0
-1;2100;VEV_4500;755;10;753;15;;;771;10;773;15;;;763.0;0.0
-1;2100;VEV_5000;260;32;;;;;266;27;267;16;;;263.0;0.0
-1;2100;VEV_5100;174;11;173;13;;;;;;;;;174.0;0.0
-1;2100;VEV_5200;100;21;;;;;104;19;;;;;102.0;0.0
-1;2100;VEV_5300;49;23;48;22;;;51;24;;;;;50.0;0.0
-1;2100;VEV_5400;15;21;14;22;;;16;29;;;;;15.5;0.0
-1;2100;VEV_5500;6;23;;;;;7;22;;;;;6.5;0.0
-1;2100;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;2100;VEV_6500;0;15;;;;;1;15;;;;;0.5;0.0
-1;2200;HYDROGEL_PACK;9966;11;9963;28;;;9982;11;9984;28;;;9974.0;0.0
-1;2200;VELVETFRUIT_EXTRACT;5262;35;5261;36;;;5268;37;;;;;5265.0;0.0
-1;2200;VEV_4000;1254;8;1252;21;;;1275;8;1278;21;;;1264.5;0.0
-1;2200;VEV_4500;754;9;752;16;;;770;9;772;16;;;762.0;0.0
-1;2200;VEV_5000;261;29;260;25;;;268;17;;;;;264.5;0.0
-1;2200;VEV_5100;175;10;;;;;179;8;180;19;;;177.0;0.0
-1;2200;VEV_5200;99;24;;;;;102;9;103;25;;;100.5;0.0
-1;2200;VEV_5300;49;21;48;19;;;51;8;;;;;50.0;0.0
-1;2200;VEV_5400;14;25;;;;;;;;;;;14.0;0.0
-1;2200;VEV_5500;6;20;;;;;7;20;;;;;6.5;0.0
-1;2200;VEV_6000;0;22;;;;;1;22;;;;;0.5;0.0
-1;2200;VEV_6500;0;14;;;;;1;14;;;;;0.5;0.0
-1;2300;HYDROGEL_PACK;9966;12;9963;29;;;9982;12;9984;29;;;9974.0;0.0
-1;2300;VELVETFRUIT_EXTRACT;5262;15;5261;38;;;5267;40;;;;;5264.5;0.0
-1;2300;VEV_4000;1254;15;1251;25;;;1275;15;1278;25;;;1264.5;0.0
-1;2300;VEV_4500;753;15;;;;;771;9;773;15;;;762.0;0.0
-1;2300;VEV_5000;262;8;261;15;;;268;10;269;29;;;265.0;0.0
-1;2300;VEV_5100;174;8;;;;;;;;;;;174.0;0.0
-1;2300;VEV_5200;100;20;99;23;;;102;27;103;29;;;101.0;0.0
-1;2300;VEV_5300;49;26;;;;;51;24;;;;;50.0;0.0
-1;2300;VEV_5400;14;22;;;;;15;20;16;24;;;14.5;0.0
-1;2300;VEV_5500;6;25;;;;;7;26;;;;;6.5;0.0
-1;2300;VEV_6000;0;21;;;;;1;21;;;;;0.5;0.0
-1;2300;VEV_6500;0;13;;;;;1;13;;;;;0.5;0.0
-1;2400;HYDROGEL_PACK;9967;14;9965;23;;;9983;14;9986;23;;;9975.0;0.0
-1;2400;VELVETFRUIT_EXTRACT;5262;20;;;;;5267;17;5268;32;;;5264.5;0.0
-1;2400;VEV_4000;1254;11;1251;20;;;1275;11;1278;20;;;1264.5;0.0
-1;2400;VEV_4500;754;8;752;24;;;772;24;;;;;763.0;0.0
-1;2400;VEV_5000;262;16;;;;;269;28;270;22;;;265.5;0.0
-1;2400;VEV_5100;172;13;;;;;177;24;;;;;174.5;0.0
-1;2400;VEV_5200;;;;;;;;;;;;;0.0;0.0
-1;2400;VEV_5300;49;15;;;;;51;16;52;11;;;50.0;0.0
-1;2400;VEV_5400;14;15;14;19;;;16;22;;;;;15.0;0.0
-1;2400;VEV_5500;6;23;;;;;7;21;;;;;6.5;0.0
-1;2400;VEV_6000;0;23;;;;;1;23;;;;;0.5;0.0
-1;2400;VEV_6500;0;16;;;;;1;16;;;;;0.5;0.0
-1;2500;HYDROGEL_PACK;9969;11;9967;28;;;9985;11;9988;28;;;9977.0;0.0
-1;2500;VELVETFRUIT_EXTRACT;5261;68;;;;;5266;18;5267;43;;;5263.5;0.0
-1;2500;VEV_4000;1253;12;1251;20;;;1275;12;1277;20;;;1264.0;0.0
-1;2500;VEV_4500;754;9;753;6;752;21;772;21;;;;;763.0;0.0
-1;2500;VEV_5000;264;10;263;24;;;270;7;271;15;;;267.0;0.0
-1;2500;VEV_5100;;;;;;;178;6;179;12;;;178.0;0.0
-1;2500;VEV_5200;;;;;;;102;28;103;23;;;102.0;0.0
-1;2500;VEV_5300;49;20;;;;;51;25;;;;;50.0;0.0
-1;2500;VEV_5400;;;;;;;16;21;;;;;16.0;0.0
-1;2500;VEV_5500;6;25;;;;;7;25;;;;;6.5;0.0
-1;2500;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;2500;VEV_6500;0;17;;;;;1;17;;;;;0.5;0.0
-1;2600;HYDROGEL_PACK;9971;14;9969;27;;;9987;14;9990;27;;;9979.0;0.0
-1;2600;VELVETFRUIT_EXTRACT;5261;61;;;;;5266;15;5267;61;;;5263.5;0.0
-1;2600;VEV_4000;1252;12;1250;18;;;1273;12;1276;18;;;1262.5;0.0
-1;2600;VEV_4500;754;7;752;17;;;770;7;772;17;;;762.0;0.0
-1;2600;VEV_5000;263;19;;;;;270;8;271;14;;;266.5;0.0
-1;2600;VEV_5100;173;32;172;20;;;177;24;;;;;175.0;0.0
-1;2600;VEV_5200;100;28;;;;;103;10;104;13;;;101.5;0.0
-1;2600;VEV_5300;49;27;;;;;51;11;51;25;;;50.0;0.0
-1;2600;VEV_5400;14;23;14;9;;;16;21;;;;;15.0;0.0
-1;2600;VEV_5500;6;21;;;;;7;21;;;;;6.5;0.0
-1;2600;VEV_6000;0;20;;;;;1;20;;;;;0.5;0.0
-1;2600;VEV_6500;0;10;;;;;1;10;;;;;0.5;0.0
-1;2700;HYDROGEL_PACK;9969;11;9967;28;;;9985;11;9988;28;;;9977.0;0.0
-1;2700;VELVETFRUIT_EXTRACT;5261;24;;;;;5266;15;5267;63;;;5263.5;0.0
-1;2700;VEV_4000;1252;9;1249;18;;;1273;9;1275;18;;;1262.5;0.0
-1;2700;VEV_4500;754;8;752;16;;;770;8;772;16;;;762.0;0.0
-1;2700;VEV_5000;263;23;262;19;;;269;32;270;22;;;266.0;0.0
-1;2700;VEV_5100;172;30;;;;;177;8;178;22;;;174.5;0.0
-1;2700;VEV_5200;100;32;99;19;;;103;22;;;;;101.5;0.0
-1;2700;VEV_5300;48;28;;;;;50;22;;;;;49.0;0.0
-1;2700;VEV_5400;13;28;;;;;15;12;;;;;14.0;0.0
-1;2700;VEV_5500;6;23;;;;;7;22;;;;;6.5;0.0
-1;2700;VEV_6000;0;19;;;;;1;19;;;;;0.5;0.0
-1;2700;VEV_6500;0;11;;;;;1;11;;;;;0.5;0.0
-1;2800;HYDROGEL_PACK;9972;15;9970;26;;;9988;15;9991;26;;;9980.0;0.0
-1;2800;VELVETFRUIT_EXTRACT;5263;22;5262;41;5262;37;5268;63;;;;;5265.5;0.0
