day,kind,a,b,corr
2,levels,UV_VISOR_RED,UV_VISOR_YELLOW,-0.20097635171910797
2,returns,UV_VISOR_RED,UV_VISOR_AMBER,0.010127489617786567
2,levels,UV_VISOR_RED,UV_VISOR_AMBER,0.011372304722725974
2,returns,UV_VISOR_RED,UV_VISOR_ORANGE,0.0048851294978979574
2,levels,UV_VISOR_RED,UV_VISOR_ORANGE,-0.07189272531937314
2,returns,UV_VISOR_RED,UV_VISOR_RED,1.0
2,levels,UV_VISOR_RED,UV_VISOR_RED,1.0
2,returns,UV_VISOR_RED,UV_VISOR_MAGENTA,0.016669141962719968
2,levels,UV_VISOR_RED,UV_VISOR_MAGENTA,-0.4653827721290362
2,returns,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.00943646747893808
2,levels,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.7860875584765109
2,returns,UV_VISOR_MAGENTA,UV_VISOR_AMBER,0.00017606527519589338
2,levels,UV_VISOR_MAGENTA,UV_VISOR_AMBER,-0.7501475919753501
2,returns,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,0.012031608812521116
2,levels,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,-0.1932930603006534
2,returns,UV_VISOR_MAGENTA,UV_VISOR_RED,0.016669141962719968
2,levels,UV_VISOR_MAGENTA,UV_VISOR_RED,-0.4653827721290362
2,returns,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
2,levels,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
3,returns,UV_VISOR_YELLOW,UV_VISOR_YELLOW,1.0
3,levels,UV_VISOR_YELLOW,UV_VISOR_YELLOW,1.0
3,returns,UV_VISOR_YELLOW,UV_VISOR_AMBER,-0.007056267389756615
3,levels,UV_VISOR_YELLOW,UV_VISOR_AMBER,-0.1677281850607367
3,returns,UV_VISOR_YELLOW,UV_VISOR_ORANGE,0.009856762567578196
3,levels,UV_VISOR_YELLOW,UV_VISOR_ORANGE,-0.47118451630818614
3,returns,UV_VISOR_YELLOW,UV_VISOR_RED,0.019675048120892102
3,levels,UV_VISOR_YELLOW,UV_VISOR_RED,0.12286725571069936
3,returns,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,0.022139285560330218
3,levels,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,0.012832996393534211
3,returns,UV_VISOR_AMBER,UV_VISOR_YELLOW,-0.007056267389756615
3,levels,UV_VISOR_AMBER,UV_VISOR_YELLOW,-0.1677281850607367
3,returns,UV_VISOR_AMBER,UV_VISOR_AMBER,1.0
3,levels,UV_VISOR_AMBER,UV_VISOR_AMBER,1.0
3,returns,UV_VISOR_AMBER,UV_VISOR_ORANGE,0.0015708554017594537
3,levels,UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.06463425184476208
3,returns,UV_VISOR_AMBER,UV_VISOR_RED,-0.0035517226337572236
3,levels,UV_VISOR_AMBER,UV_VISOR_RED,-0.13135401823024062
3,returns,UV_VISOR_AMBER,UV_VISOR_MAGENTA,0.006775526286646628
3,levels,UV_VISOR_AMBER,UV_VISOR_MAGENTA,-0.40537627438419865
3,returns,UV_VISOR_ORANGE,UV_VISOR_YELLOW,0.009856762567578196
3,levels,UV_VISOR_ORANGE,UV_VISOR_YELLOW,-0.47118451630818614
3,returns,UV_VISOR_ORANGE,UV_VISOR_AMBER,0.0015708554017594537
3,levels,UV_VISOR_ORANGE,UV_VISOR_AMBER,-0.06463425184476208
3,returns,UV_VISOR_ORANGE,UV_VISOR_ORANGE,1.0
3,levels,UV_VISOR_ORANGE,UV_VISOR_ORANGE,1.0
3,returns,UV_VISOR_ORANGE,UV_VISOR_RED,0.029076665825852888
3,levels,UV_VISOR_ORANGE,UV_VISOR_RED,0.3119807639169126
3,returns,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,0.007194288692960549
3,levels,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,-0.16256896891397965
3,returns,UV_VISOR_RED,UV_VISOR_YELLOW,0.019675048120892102
3,levels,UV_VISOR_RED,UV_VISOR_YELLOW,0.12286725571069936
3,returns,UV_VISOR_RED,UV_VISOR_AMBER,-0.0035517226337572236
3,levels,UV_VISOR_RED,UV_VISOR_AMBER,-0.13135401823024062
3,returns,UV_VISOR_RED,UV_VISOR_ORANGE,0.029076665825852888
3,levels,UV_VISOR_RED,UV_VISOR_ORANGE,0.3119807639169126
3,returns,UV_VISOR_RED,UV_VISOR_RED,1.0
3,levels,UV_VISOR_RED,UV_VISOR_RED,1.0
3,returns,UV_VISOR_RED,UV_VISOR_MAGENTA,0.01215919282865613
3,levels,UV_VISOR_RED,UV_VISOR_MAGENTA,-0.4006786251674815
3,returns,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.022139285560330218
3,levels,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.012832996393534211
3,returns,UV_VISOR_MAGENTA,UV_VISOR_AMBER,0.006775526286646628
3,levels,UV_VISOR_MAGENTA,UV_VISOR_AMBER,-0.40537627438419865
3,returns,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,0.007194288692960549
3,levels,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,-0.16256896891397965
3,returns,UV_VISOR_MAGENTA,UV_VISOR_RED,0.01215919282865613
3,levels,UV_VISOR_MAGENTA,UV_VISOR_RED,-0.4006786251674815
3,returns,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
3,levels,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
4,returns,UV_VISOR_YELLOW,UV_VISOR_YELLOW,1.0
4,levels,UV_VISOR_YELLOW,UV_VISOR_YELLOW,1.0
4,returns,UV_VISOR_YELLOW,UV_VISOR_AMBER,0.006717778703175141
4,levels,UV_VISOR_YELLOW,UV_VISOR_AMBER,0.39165705486238556
4,returns,UV_VISOR_YELLOW,UV_VISOR_ORANGE,0.0085837690316718
4,levels,UV_VISOR_YELLOW,UV_VISOR_ORANGE,0.10055821836747086
4,returns,UV_VISOR_YELLOW,UV_VISOR_RED,-0.00850213465222375
4,levels,UV_VISOR_YELLOW,UV_VISOR_RED,-0.6985789786616217
4,returns,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,-0.004291597902651941
4,levels,UV_VISOR_YELLOW,UV_VISOR_MAGENTA,0.12789371233041877
4,returns,UV_VISOR_AMBER,UV_VISOR_YELLOW,0.006717778703175141
4,levels,UV_VISOR_AMBER,UV_VISOR_YELLOW,0.39165705486238556
4,returns,UV_VISOR_AMBER,UV_VISOR_AMBER,1.0
4,levels,UV_VISOR_AMBER,UV_VISOR_AMBER,1.0
4,returns,UV_VISOR_AMBER,UV_VISOR_ORANGE,0.0031730763313857265
4,levels,UV_VISOR_AMBER,UV_VISOR_ORANGE,-0.5881068458809526
4,returns,UV_VISOR_AMBER,UV_VISOR_RED,-0.010906848135448373
4,levels,UV_VISOR_AMBER,UV_VISOR_RED,-0.5088653161093493
4,returns,UV_VISOR_AMBER,UV_VISOR_MAGENTA,0.012986585807876497
4,levels,UV_VISOR_AMBER,UV_VISOR_MAGENTA,0.16437828659828296
4,returns,UV_VISOR_ORANGE,UV_VISOR_YELLOW,0.0085837690316718
4,levels,UV_VISOR_ORANGE,UV_VISOR_YELLOW,0.10055821836747086
4,returns,UV_VISOR_ORANGE,UV_VISOR_AMBER,0.0031730763313857265
4,levels,UV_VISOR_ORANGE,UV_VISOR_AMBER,-0.5881068458809526
4,returns,UV_VISOR_ORANGE,UV_VISOR_ORANGE,1.0
4,levels,UV_VISOR_ORANGE,UV_VISOR_ORANGE,1.0
4,returns,UV_VISOR_ORANGE,UV_VISOR_RED,0.024839252419527662
4,levels,UV_VISOR_ORANGE,UV_VISOR_RED,-0.013714492488519855
4,returns,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,0.0005674289774416855
4,levels,UV_VISOR_ORANGE,UV_VISOR_MAGENTA,0.04945121499073913
4,returns,UV_VISOR_RED,UV_VISOR_YELLOW,-0.00850213465222375
4,levels,UV_VISOR_RED,UV_VISOR_YELLOW,-0.6985789786616217
4,returns,UV_VISOR_RED,UV_VISOR_AMBER,-0.010906848135448373
4,levels,UV_VISOR_RED,UV_VISOR_AMBER,-0.5088653161093493
4,returns,UV_VISOR_RED,UV_VISOR_ORANGE,0.024839252419527662
4,levels,UV_VISOR_RED,UV_VISOR_ORANGE,-0.013714492488519855
4,returns,UV_VISOR_RED,UV_VISOR_RED,1.0
4,levels,UV_VISOR_RED,UV_VISOR_RED,1.0
4,returns,UV_VISOR_RED,UV_VISOR_MAGENTA,-0.012781424581416104
4,levels,UV_VISOR_RED,UV_VISOR_MAGENTA,-0.11335141964671011
4,returns,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,-0.004291597902651941
4,levels,UV_VISOR_MAGENTA,UV_VISOR_YELLOW,0.12789371233041877
4,returns,UV_VISOR_MAGENTA,UV_VISOR_AMBER,0.012986585807876497
4,levels,UV_VISOR_MAGENTA,UV_VISOR_AMBER,0.16437828659828296
4,returns,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,0.0005674289774416855
4,levels,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,0.04945121499073913
4,returns,UV_VISOR_MAGENTA,UV_VISOR_RED,-0.012781424581416104
4,levels,UV_VISOR_MAGENTA,UV_VISOR_RED,-0.11335141964671011
4,returns,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
4,levels,UV_VISOR_MAGENTA,UV_VISOR_MAGENTA,1.0
