session_id,day,total_pnl,ASH_COATED_OSMIUM_pnl,HYDROGEL_PACK_pnl,INTARIAN_PEPPER_ROOT_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,VEV_5100_pnl,VEV_5200_pnl,VEV_5300_pnl,VEV_5400_pnl,VEV_5500_pnl,VEV_6000_pnl,VEV_6500_pnl,total_slope_per_step,total_r2,ASH_COATED_OSMIUM_slope_per_step,ASH_COATED_OSMIUM_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,INTARIAN_PEPPER_ROOT_slope_per_step,INTARIAN_PEPPER_ROOT_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2,VEV_5100_slope_per_step,VEV_5100_r2,VEV_5200_slope_per_step,VEV_5200_r2,VEV_5300_slope_per_step,VEV_5300_r2,VEV_5400_slope_per_step,VEV_5400_r2,VEV_5500_slope_per_step,VEV_5500_r2,VEV_6000_slope_per_step,VEV_6000_r2,VEV_6500_slope_per_step,VEV_6500_r2
10,-2,11751.119419699937,2148.9921875,702.0924612414528,7394.03125,943.2098272039211,779.0863429741712,0,0,0,-208.4081323526059,-7.884516867003526,0,0,0,0,11.707211913532513,0.9925431635887603,1.971966342351108,0.9853382552615352,0.18699541075229892,0.06452454393804706,7.991903481712075,0.9999182087292698,0.9216305250543292,0.8488039540848309,0.9388764258100096,0.8823440020911082,0,0,0,0,0,0,-0.2809163741799217,0.8967706521080724,-0.023243897967306915,0.5094326933645945,0,0,0,0,0,0,0,0
11,-1,10797.879652842179,1893.17578125,1080.6454421028175,7327.03125,-104.18900284787378,601.2161823372353,0,0,0,0,0,0,0,0,0,10.643552753513836,0.8617183195729105,1.9331485323340791,0.9918498649933551,0.6904842561767337,0.0348406898910626,7.981359627820566,0.9997399238028958,-0.4981538133092931,0.3079276049642291,0.536714150491781,0.9648484387240279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,-2,12870.90659874697,2406.40625,2466.0355512610986,7397.03125,304.23558333251276,353.83158369120247,0,0,0,-56.63361953784448,0,0,0,0,0,13.41262334967626,0.9981588134855733,2.2184579545185015,0.9809004047773607,2.525460757285125,0.9856607496103216,7.994526441481519,0.9998035247843234,0.3489447278355955,0.6215247758688182,0.39106542612670575,0.8046288186222428,0,0,0,0,0,0,-0.06583195757118733,0.728161048221711,0,0,0,0,0,0,0,0,0,0
13,-1,10675.944116649871,2329.0625,771.6030396291026,7346.03125,-282.9804334748769,572,0,0,0,-59.77223950435558,0,0,0,0,0,10.181601640355304,0.9766953077976454,2.009557476436383,0.9753333977279319,-0.1768518009492581,0.02223628462627371,7.974434946815806,0.9998353765942608,-0.1866277204970108,0.07299018432347895,0.6327302709323078,0.9609137743977708,0,0,0,0,0,0,-0.07164153238290678,0.6993010939653137,0,0,0,0,0,0,0,0,0,0
14,-2,13521.883278774294,1690.4921875,2683.1309758818243,7400.03125,945.6811771879657,802.5476882045041,0,0,0,0,0,0,0,0,0,13.385444858497827,0.9649198356301462,1.5960582725387413,0.9789778367107762,2.018033980755043,0.3478959679740944,7.9864008942856595,0.9998458403212647,0.9717389469973415,0.8952322296423324,0.8132127639210862,0.9890285726796193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,-1,15424.468110751935,2083.3232421875,2705.5712471147417,7336.03125,2311.7290147245512,1064.5671125508816,0,0,0,-71.28379502942323,-5.469960796316073,0,0,0,0,15.385209690574206,0.9914826586000791,1.9654512527754715,0.9880545438136507,2.411410238407171,0.952688017559632,7.990608870349105,0.9999022162607744,2.059348874936423,0.7511199924639153,0.993067922515512,0.877109285296012,0,0,0,0,0,0,-0.03227537553951788,0.061773857933859685,-0.0024020928700220208,0.22839915179369807,0,0,0,0,0,0,0,0
16,-2,10694.375374168176,1937.578125,27.442295508575626,7359.03125,976.9204849250309,393.40321873456924,0,0,0,0,0,0,0,0,0,11.800435822711506,0.9930198052653435,1.9840173616384553,0.9915483732948113,0.33673789872850246,0.12184932958975374,7.988366421233609,0.9998712261234575,0.86722982848588,0.8977051288556491,0.6240843126250326,0.6173338241389307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,-1,12356.466856518713,1692.7421875,2448.52446022589,7469.03125,-367.33532300806837,1089.3792799327584,0,0,24.12500186813287,0,0,0,0,0,0,14.000603451143258,0.9760943715402454,1.8117371177644614,0.9892031476778294,3.197274892023006,0.7005117025688178,7.988163225165178,0.9998899231331638,-0.18416600920096854,0.04880776247464045,1.160889152373999,0.9467646628251238,0,0,0,0,0.02836146471231844,0.7726622067901752,-0.0016563916947500703,0.0007659379875324358,0,0,0,0,0,0,0,0,0,0
18,-2,12675.395270985637,1607.94921875,2222.946178834827,7469.03125,777.6382166315889,597.8304067692206,0,0,0,0,0,0,0,0,0,13.35419889335151,0.9987379579805548,1.4571146317201005,0.9638275406894055,2.406641287582571,0.964434007865444,7.987128171003171,0.9998832033166001,0.8939014705055331,0.9256937266278895,0.6094133325400933,0.9553867250604874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,-1,11619.90638606647,2244.560546875,535.6028106868034,7375.03125,637.9394708213258,827.7610157062918,0,0,0,-0.9887080229500782,0,0,0,0,0,11.855271290667526,0.9927703113036946,1.929799656248875,0.9550950940688883,0.3876255496151146,0.23465914930100773,7.976772068426365,0.9996900905108447,0.7288637009009296,0.836115523443903,0.8330951687772336,0.9305294976391312,0,0,0,0,0,0,-0.0008848533010655206,0.023665930383736072,0,0,0,0,0,0,0,0,0,0
20,-2,12951.74260952207,1720.005859375,2529.063473972201,7549.03125,886.2636856828467,287.4567659706354,0,-20.07842547861202,0,0,0,0,0,0,0,13.386773121354029,0.9972813200161473,1.6662190218401156,0.9571085677269064,2.7953230629247185,0.9655161663672306,7.991926015683828,0.9999287580481119,0.6467396660138182,0.8368853940577299,0.298323522470177,0.852872033551843,0,0,-0.011758167578642396,0.22987146052095003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,-1,12008.65840713835,2152,2090.495874322689,7391.03125,-42.49543759110384,438.2314978400427,0,0,0,-74.71902093261212,54.11424349933431,0,0,0,0,12.323459562273635,0.9863485130920531,2.1795800253202597,0.9698503520925696,2.105936954774312,0.8852352004533234,7.984622904081888,0.999810316109468,-0.5614342524212079,0.4554806792768782,0.6460355134406093,0.8425380382265575,0,0,0,0,0,0,-0.08373557787658507,0.7589938430493496,0.052453994954420616,0.6804696927036855,0,0,0,0,0,0,0,0
22,-2,11610.74086800445,1738.86328125,1748.1369180267793,7399.03125,76.65671336700325,648.0527053606675,0,0,0,0,0,0,0,0,0,13.314315305949219,0.9889417957634554,1.8400393944749414,0.9922987362104947,2.290018396553467,0.8269206686024102,7.99081992326133,0.9998101264074037,0.7014226605890312,0.3161579842228019,0.4920149310705208,0.6918680040338638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,-1,12646.58062729373,2039.8984375,2424.476054698054,7433.03125,-66.42453039536485,645.4722951807635,0,0,0,170.12712031027615,0,0,0,0,0,13.464623557308578,0.9976740617970418,2.108995662534725,0.973558225002361,2.0045098795943246,0.956712329262266,7.977078076847608,0.9997279440018783,0.24039939826268422,0.1593745982738424,0.9312524562328441,0.9109736558157654,0,0,0,0,0,0,0.20238808383638843,0.7934660380229389,0,0,0,0,0,0,0,0,0,0
24,-2,12847.192815496393,2071.44921875,2216.6240304972744,7426.03125,412.1406186611857,720.9476975879327,0,0,0,0,0,0,0,0,0,13.60187860400615,0.9955837715591142,2.1124891208406833,0.9900594169627521,2.2715237674453954,0.9421795883431402,7.9904501007333035,0.9998161749222003,0.5296927583756071,0.6855820596117861,0.6977228566111707,0.9742098208217363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,-1,10974.5048210888,2162.5439453125,280.8382182184141,7348.03125,439.51793782270397,801.4008220773649,0,0,0,-57.8273523421834,0,0,0,0,0,11.466153737984378,0.9964528288004656,2.1283843388335577,0.9945089532166906,0.6246435623933787,0.37805720141276866,7.986451606324653,0.9998393876062843,-0.012664513385996175,0.0007128754131987032,0.8194938570373616,0.9564217946103896,0,0,0,0,0,0,-0.08015511321855899,0.7396201962464223,0,0,0,0,0,0,0,0,0,0
26,-2,14813.548481001735,2302.28125,3807.017283785681,7353.03125,691.6953910389348,634.7926250966739,0,0,36.39282595978605,4.030044147408148,-15.692189026748878,0,0,0,0,15.993264606341528,0.9913183754210666,2.611433151437058,0.9734761032730792,4.016196053340294,0.8812976805545933,7.99064577629812,0.999854965224043,0.5860727837491991,0.7850931736374588,0.7385298200553838,0.9633559061987588,0,0,0,0,0.04967555423668459,0.7558905629235537,0.0018899003629743371,0.005904218989253467,-0.0011784331382163175,0.0015702355593576107,0,0,0,0,0,0,0,0
27,-1,14326.000265351655,1676.7578125,3691.7247102957335,7367.03125,1216.6733377273922,468.41875566611634,0,0,0,-99.13181169809889,4.5262108605118385,0,0,0,0,15.174130640479682,0.9905719397818403,1.6866516699563574,0.9881279111101766,4.0274129414339255,0.9483468651490323,7.994639170953624,0.9998818663578639,1.0680787956798676,0.6357888765578196,0.46555169544744596,0.9742084235090918,0,0,0,0,0,0,-0.06568626186710974,0.37716392623879735,-0.0025173711244701586,0.04507182436626365,0,0,0,0,0,0,0,0
28,-2,13543.127812591536,2218.556640625,2446.7594479448235,7418.03125,1023.7338884710334,317.53314662029334,0,0,23.652533388308115,94.8609055420792,0,0,0,0,0,14.525035880032545,0.9940868910607961,2.3747579960451053,0.9674659037564391,2.6482177761955104,0.9790024717136862,8.002052468124734,0.9998527757958363,1.0053452274217638,0.7634516529018166,0.3888818096259407,0.8657578017636117,0,0,0,0,0.029589627585544266,0.643101503573586,0.07619097503393193,0.6705542350984729,0,0,0,0,0,0,0,0,0,0
29,-1,10622.40218281229,2151.90234375,-836.8595618217369,7365.03125,1327.2289179757063,595.8946105657233,0,0,0,19.20462234259611,0,0,0,0,0,10.675257207198653,0.9748260185472258,2.0975723728282323,0.9876744661709683,-1.6856523056293384,0.48233602726863173,7.974075776964449,0.9996073458750268,1.7162854811648949,0.8815795718860819,0.5056409777493359,0.6727993384057884,0,0,0,0,0,0,0.0673349041211292,0.4192293962074418,0,0,0,0,0,0,0,0,0,0
30,-2,10578.391233136104,1675.072265625,589.0106854123587,7345.03125,253.62230193964933,715.6547301590963,0,0,0,0,0,0,0,0,0,10.445202966328441,0.9913774667195633,1.5824803651327088,0.9905410980456586,-0.08743979717437628,0.013470990101910175,7.991593856300888,0.9997354911184757,0.199150399913782,0.34712634896617606,0.7594181421554557,0.9842297667242662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,-1,12501.548628486838,2511.6337890625,2179.0797798106796,7368.03125,51.803809613658814,391,0,0,0,0,0,0,0,0,0,13.270344867552568,0.9982532698015157,2.692927176421317,0.9748390392643963,1.8776249066636115,0.9270487435061966,7.998249314171189,0.9999207507464841,0.3723437026003591,0.4592939000494429,0.3291997676961309,0.8874915949297307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,-2,14268.052326979381,2316.265625,2848.296697689453,7333.03125,1233.8082596810418,547.742954191739,0,0,0,-11.092459582852769,0,0,0,0,0,15.154902284211929,0.997385657212686,2.1961204246907373,0.9723897135147478,2.8958728170750896,0.9677950579660043,7.993167437151812,0.9998761450453303,1.5129360337115692,0.9226152777825738,0.5631348540842556,0.9409063995328834,0,0,0,0,0,0,-0.0063292825015626155,0.37555240159854264,0,0,0,0,0,0,0,0,0,0
33,-1,9971.761599946018,1834.1640625,733.9115669132443,7383.03125,-494.0341576423343,499.6888781751077,0,0,0,15,0,0,0,0,0,10.873909372522085,0.9740124306404507,1.8761430739165115,0.9888806179794755,0.9729775495114713,0.31908363397457684,7.985097191671411,0.9997720888574253,-0.7262827920150544,0.5747629882485767,0.7377768187060574,0.7633637646375259,0,0,0,0,0,0,0.028197530731710194,0.4300039250547414,0,0,0,0,0,0,0,0,0,0
34,-2,12490.127625723457,2461.2548828125,1816.6759362505836,7396.03125,683.641128228348,144.95138993144064,0,0,0,-12.426961499414688,0,0,0,0,0,12.50485697173662,0.9990118724493456,2.1515356856099044,0.9826203578137741,1.7145852933542445,0.9853442012044273,7.9844307026963275,0.9998214399431509,0.6062809156998585,0.9432200943614761,0.0666048104494031,0.046774112559047044,0,0,0,0,0,0,-0.018580436073148698,0.19061006242780748,0,0,0,0,0,0,0,0,0,0
35,-1,12543.839851626239,2238.5478515625,748.4362274759333,7284.03125,1365.0298274805536,912.8017678267825,0,0,0,-5.007072719530129,0,0,0,0,0,13.387145751461206,0.9838686363687811,2.428736201949093,0.9916396319314973,0.7058689359158461,0.16371721136169487,7.99783869901448,0.9999103772936287,1.3763819944699043,0.9412681579313685,0.9144414797965501,0.9541369760286581,0,0,0,0,0,0,-0.036121559684655934,0.24512337420499805,0,0,0,0,0,0,0,0,0,0
36,-2,9727.459099516087,1829.9775390625,558.4789166751434,7398.03125,-517.2115269657224,449.8140645027124,0,0,0,8.368856241453784,0,0,0,0,0,9.18998810781033,0.9720797533483391,1.8941245031303624,0.9858004384929893,-0.2847111278377386,0.03167911933468369,7.978999779652123,0.9997544601582294,-0.9049312700281846,0.8558002317520257,0.5054253475362254,0.74642421108916,0,0,0,0,0,0,0.0010808753575350454,0.07988053980948348,0,0,0,0,0,0,0,0,0,0
37,-1,12292.141728458118,1896.0703125,1340.4843348986615,7415.03125,867.583461326285,772.972369733172,0,0,0,0,0,0,0,0,0,13.033019624472633,0.9936570460563894,2.0243099461185396,0.9739572765533748,1.4614633967958472,0.8955987006523204,8.002026402036167,0.9998420615363734,0.8526478315712369,0.6646818169546482,0.6925720479508812,0.902190867315208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,-2,13369.416859089766,1987.529296875,2071.447355348151,7360.03125,1422.3333021269063,538.6877604713718,0,0,0,-56.26394499351045,45.65183926184815,0,0,0,0,12.429097334073813,0.9792192224245504,1.9264974173665579,0.9557015835693287,1.2507559981139869,0.7663145126354477,7.997621857672639,0.9998259187512358,0.7940249603686321,0.23282972424062892,0.5629087040575182,0.9506229929832833,0,0,0,0,0,0,-0.11001570755003691,0.7741317120403861,0.0073041040445907335,0.17795245340203591,0,0,0,0,0,0,0,0
39,-1,12474.411944958121,1827.46875,1488.1265977019502,7381.03125,534.2867108175979,1234.9348867912413,0,0,0,0,8.563749647332429,0,0,0,0,12.70113478017989,0.9972027152582456,1.6802499431522868,0.9557616596984171,1.2486045115806195,0.7432164179776686,7.977573516151641,0.9997216847051308,0.48817635492177663,0.5914100406803103,1.310291293585417,0.9749218817939497,0,0,0,0,0,0,0,0,-0.0037608392118497463,0.012116987680338163,0,0,0,0,0,0,0,0
40,-2,9243.368614123277,1952.7021484375,-974.0825621463009,7370.03125,515.9445274961308,377.43462062249455,0,0,0,1.3386297134531446,0,0,0,0,0,9.668352302187124,0.9161579460424601,2.0262268126369687,0.9941016037246494,-1.1673946202240508,0.17541617459095382,7.987572295455108,0.9997515964785346,0.3878199224693591,0.8417629115952476,0.42540865321879434,0.46439459389085525,0,0,0,0,0,0,0.008719238630960578,0.09533023874858276,0,0,0,0,0,0,0,0,0,0
41,-1,16378.6102836879,1665.26171875,5026.215271762572,7303.03125,1415.2285684323433,968.8734747429844,0,0,0,0,0,0,0,0,0,15.093257523218565,0.974574962451724,1.8594581195714008,0.9636330558036431,3.1426897714209385,0.7089169683898446,7.987564418654262,0.9996793689444136,1.576938215971223,0.8710385052219336,0.526606997600712,0.461420100781883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,-2,13161.111467318937,2616.6826171875,2016.4578851516126,7453.03125,775.9184908495154,329.79105350431564,0,0,0,-30.769829374006747,0,0,0,0,0,13.840248495203546,0.9862508909802665,2.5576181424970486,0.9966343297965773,2.194209891482292,0.9287960144990417,7.987240712869619,0.999866458611078,0.6687818619793681,0.32901413440485405,0.4710243941856516,0.5163439114973616,0,0,0,0,0,0,-0.038626507810472784,0.566084326092315,0,0,0,0,0,0,0,0,0,0
43,-1,15785.78452433578,2963.162109375,3802.3497026933474,7307.03125,1144.2018259064644,581.5438077346007,0,0,0,0,-12.504171373631735,0,0,0,0,14.961020905058406,0.9931288716746592,2.8899172392160675,0.9930745452744292,2.464525552743284,0.8528616350835048,7.984484658857705,0.9997928857783879,1.0648459395579073,0.8115277115275427,0.567731519039429,0.9262569122517986,0,0,0,0,0,0,0,0,-0.010484004355970073,0.5017524396458731,0,0,0,0,0,0,0,0
44,-2,11815.078905303139,2165.6796875,1272.5355559057207,7342.03125,821.8309280847025,260.27908620225026,0,0,0,-47.27760238953465,0,0,0,0,0,13.090834184318403,0.9867241774771146,2.0519469022906525,0.9928257303840102,1.6012322772893024,0.6382171575711694,7.988773550375113,0.9997093796301108,1.277053931854456,0.8176777206038752,0.24339168513532142,0.6966721476167803,0,0,0,0,0,0,-0.07156416262642419,0.6746291242246927,0,0,0,0,0,0,0,0,0,0
45,-1,11895.13154986981,2514.1640625,692.482359740301,7466.03125,494.6920143911848,727.7618632383237,0,0,0,0,0,0,0,0,0,12.861627982021592,0.9934124805346668,2.9717544788931507,0.9788199644515405,0.6668556205956283,0.6932043707332515,7.985881168867497,0.9998095135729569,0.47892126568616167,0.7596765581289943,0.7582154479790867,0.8336323558516067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,-2,12191.060345533935,1626.2705078125,1215.6054422635498,7350.03125,498.3723909595865,1485.2016256911375,0,15.57912880716134,0,0,0,0,0,0,0,12.15650211975147,0.9932037958322685,1.4344005746974497,0.9868072072345654,0.848309583034368,0.7596113065964136,7.982883648194195,0.9998139111188874,0.33591132219941455,0.16323871581170843,1.5450394813874728,0.866531374981989,0,0,0.009957510238585895,0.4622904067671635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,-1,13567.501614110965,2092.0625,2643.308890778855,7431.03125,954.9479660819634,416.50520066162426,0,0,0,0,29.645806588521765,0,0,0,0,14.149929816104393,0.9967091829356702,2.257747107704139,0.9877245556624926,2.2982861075656413,0.9354323361441728,7.998006157242485,0.9998466852445635,1.1546217700457881,0.9340815368798409,0.4175439957040074,0.7527055970103995,0,0,0,0,0,0,0,0,0.023724677842280488,0.5702586297930844,0,0,0,0,0,0,0,0
48,-2,13935.108136579676,1859.470703125,1747.4753595008806,7391.03125,2037.803293519668,899.3275304341278,0,0,0,0,0,0,0,0,0,14.177961120877042,0.9940323950509515,1.6152353368583838,0.9760521482766082,1.5180754566688708,0.8696992967473157,7.98377286863615,0.9998152612075628,2.0938417317974247,0.844741246788649,0.967035726916173,0.9233128499542104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-1,12460.57544646315,1771.529296875,1731.6556991605903,7380.03125,942.5090304218465,634.8501700057122,0,0,0,0,0,0,0,0,0,12.572098256390012,0.9948494154516421,1.666189777740559,0.9753931055584935,0.9539286195167526,0.6553624027042434,8.009529049169673,0.9999008659247269,1.2348463109412722,0.8967730019503809,0.7076044990217617,0.9550858684581914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,-2,12412.21816150419,2162.03515625,1137.1283670697958,7362.03125,1067.1372061648872,571.1964118871861,0,0,0,112.68977013232222,0,0,0,0,0,12.615264256525517,0.9957067505884067,2.3125207142238393,0.9878121989276273,0.8219040962635857,0.7262418225643861,7.98082172354438,0.9997589943412504,0.8875536911781429,0.7688094358859793,0.5526259003408719,0.9434881505638932,0,0,0,0,0,0,0.05983813097467983,0.44545735805891107,0,0,0,0,0,0,0,0,0,0
51,-1,13564.514447579355,1885.330078125,1972.8138457335008,7349.03125,1879.5212616961726,484.80943551101063,0,0,0,-6.991423486330717,0,0,0,0,0,14.996001086672576,0.9936634941713367,1.9488154712217212,0.9950913446580348,2.392150128527846,0.8725935049744034,7.981649282955924,0.9997464099591691,2.0335576353526355,0.742379753274222,0.6240287342180134,0.9315646141558098,0,0,0,0,0,0,0.015799834396373474,0.30942461504468155,0,0,0,0,0,0,0,0,0,0
52,-2,10953.097591206957,1537.01171875,-250.5340511307004,7332.03125,2019.0454485987138,292.95650994877724,0,0,8.281746227572341,14.304968812593302,0,0,0,0,0,11.247358182170307,0.9798645448831733,1.6805979998089373,0.9182382842110127,-0.5562568226648221,0.2597510847561166,7.993277363876973,0.9999403441907467,1.6958151830914234,0.7331026512185014,0.41979318209493227,0.6675289007828934,0,0,0,0,0.00994202199428517,0.4807351061002416,0.004189253968521663,0.06830243992431975,0,0,0,0,0,0,0,0,0,0
53,-1,13191.58001969913,2078.904296875,2100,7401.03125,837.3845535750734,632.5929976940006,0,0,0,24.4196494216892,117.24727213336769,0,0,0,0,14.331327457087113,0.9982141303030755,2.06826561847265,0.9944934905390748,2.0531778570038535,0.9536782983713326,7.985535900848401,0.9998491454588261,1.4083746158942432,0.8100254191979139,0.6496095315969544,0.9802293677257866,0,0,0,0,0,0,0.055603062430957244,0.20822144334850815,0.11076087084010798,0.7619964003511643,0,0,0,0,0,0,0,0
54,-2,12491.792833139267,1982.1953125,1774.45295734916,7350.03125,639.6378298910931,720.4325817628596,0,0,0,0,25.042901636154937,0,0,0,0,12.666080014153634,0.9964254024209697,2.1585027538679884,0.9654383073764482,1.3540550519110843,0.7440729090470856,7.9877195221902255,0.9998361327850488,0.43262943170837886,0.17272540360585842,0.718659251449583,0.9279847800339696,0,0,0,0,0,0,0,0,0.014514003026391735,0.33129164988127074,0,0,0,0,0,0,0,0
