session_id,total_pnl,HYDROGEL_PACK_pnl,VELVETFRUIT_EXTRACT_pnl,VEV_4000_pnl,VEV_4500_pnl,VEV_5000_pnl,VEV_5100_pnl,VEV_5200_pnl,VEV_5300_pnl,VEV_5400_pnl,VEV_5500_pnl,VEV_6000_pnl,VEV_6500_pnl,HYDROGEL_PACK_position,VELVETFRUIT_EXTRACT_position,VEV_4000_position,VEV_4500_position,VEV_5000_position,VEV_5100_position,VEV_5200_position,VEV_5300_position,VEV_5400_position,VEV_5500_position,VEV_6000_position,VEV_6500_position,HYDROGEL_PACK_cash,VELVETFRUIT_EXTRACT_cash,VEV_4000_cash,VEV_4500_cash,VEV_5000_cash,VEV_5100_cash,VEV_5200_cash,VEV_5300_cash,VEV_5400_cash,VEV_5500_cash,VEV_6000_cash,VEV_6500_cash,total_slope_per_step,total_r2,HYDROGEL_PACK_slope_per_step,HYDROGEL_PACK_r2,VELVETFRUIT_EXTRACT_slope_per_step,VELVETFRUIT_EXTRACT_r2,VEV_4000_slope_per_step,VEV_4000_r2,VEV_4500_slope_per_step,VEV_4500_r2,VEV_5000_slope_per_step,VEV_5000_r2,VEV_5100_slope_per_step,VEV_5100_r2,VEV_5200_slope_per_step,VEV_5200_r2,VEV_5300_slope_per_step,VEV_5300_r2,VEV_5400_slope_per_step,VEV_5400_r2,VEV_5500_slope_per_step,VEV_5500_r2,VEV_6000_slope_per_step,VEV_6000_r2,VEV_6500_slope_per_step,VEV_6500_r2
10,-1533.1139791877977,-1584.285646178003,-304.4737602567184,355.64542724692365,0,0,0,0,0,0,0,0,0,46,-93,16,0,0,0,0,0,0,0,0,0,-451969,489558,-19417,0,0,0,0,0,0,0,0,0,-1.3253843660428535,0.3535984842287359,-1.1131196560950647,0.6155598934743252,-0.5653980957843172,0.1520599665317761,0.3531333858365272,0.847676017036163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2639.182531282837,1754.6444424499496,-101.27317837619921,985.8112672090865,0,0,0,0,0,0,0,0,0,4,32,-28,0,0,0,0,0,0,0,0,0,-38418,-168643,36511,0,0,0,0,0,0,0,0,0,2.541452680361537,0.8798978264710735,1.5628958459576476,0.9466233493122074,-0.1834903700143519,0.023303487204496955,1.1620472044182515,0.9327110883614147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1361.5965241504714,1592.5913498018926,-607.4446925828524,380.7018861159231,0,-5.762147153179484,0,1.5101279686876978,0,0,0,0,0,-22,-42,8,0,1,0,-2,0,0,0,0,0,221651,221951,-9491,0,-245,0,246,0,0,0,0,0,1.5995856689264056,0.4542295520974599,1.9855268437517863,0.8786153599933523,-0.8161639756291585,0.3885339813021764,0.4354647450679376,0.21714328520542853,0,0,-0.0009601006353885823,0.0669865415117261,0,0,-0.0042818436287624835,0.08045728500309487,0,0,0,0,0,0,0,0,0,0
13,3495.2641607105993,3193.1695222358685,-95.1863948185055,329.07785154995236,0,0,0,117.21294435533082,-49.00976261204681,0,0,0,0,15,26,-5,0,0,0,-6,-4,0,0,0,0,-147027,-136346,6548,0,0,0,514,204,0,0,0,0,2.2625550665786536,0.6326286502316909,2.770691191588462,0.938829622839901,-0.9261286330327446,0.4210230047601795,0.3362064712972032,0.6154944419380743,0,0,0,0,0,0,0.1463570352572534,0.7349652336156506,-0.06457099853151764,0.7339767351088374,0,0,0,0,0,0,0,0
14,1762.3271232827406,319.8469262952567,633.1493838587921,740.5200835573651,2.273844381335948,0,0,66.5368851899907,0,0,0,0,0,30,9,-12,-1,0,0,-4,0,0,0,0,0,-296446,-46684,15621,768,0,0,344,0,0,0,0,0,1.7890728370678362,0.8203494274748232,0.46633338881568104,0.343418083712771,0.5021272651683367,0.5244893900427862,0.7585407262718971,0.8913007957248068,0.02190031541660514,0.23388044776995548,0,0,0,0,0.04017114139531898,0.24089371297517828,0,0,0,0,0,0,0,0,0,0
15,4316.778909189412,2430.1974768902583,1168.3327765328868,721.1398847930541,0,-2.8912290267868173,0,0,0,0,0,0,0,-6,31,-9,0,-1,0,0,0,0,0,0,0,61844,-162247,11671,0,236,0,0,0,0,0,0,0,4.189820270671365,0.9260562586336435,2.4322172129264534,0.9170495486460919,1.2110167727740577,0.6386943815225475,0.5509299774224302,0.9425076333277733,0,0,-0.0043436924515843365,0.2790025846158302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,2080.3571199625776,1260.536341942643,199.29959145421162,627.5442379149481,0,0,0,-7.023051349225227,0,0,0,0,0,-20,-66,10,0,0,0,2,0,0,0,0,0,200037,348889,-11664,0,0,0,-234,0,0,0,0,0,2.099639366575205,0.9073354760791817,1.1893334079092488,0.8101213886962046,0.41970055149908825,0.41104656030803505,0.4959640529010608,0.9327746891643116,0,0,0,0,0,0,-0.005358645734188402,0.16898847091107452,0,0,0,0,0,0,0,0,0,0
17,5544.675686152333,4658.801998677809,376.3739537471083,474.79667883465845,0,0,0,34.703054892757166,0,0,0,0,0,22,6,-10,0,0,0,2,0,0,0,0,0,-215379,-31154,13104,0,0,0,-216,0,0,0,0,0,7.477516476801343,0.946026282521824,6.965887826315694,0.9026643420338079,0.07039666941223448,0.009652156961205879,0.39889763738042167,0.5239370047395667,0,0,0,0,0,0,0.04233434369297307,0.7299972484785208,0,0,0,0,0,0,0,0,0,0
18,2645.195900191147,1191.4737870372483,1233.3651334188762,182,0,0,0,38.35697973502249,0,0,0,0,0,-9,34,0,0,0,0,-4,0,0,0,0,0,91275,-178478,182,0,0,0,500,0,0,0,0,0,2.7302464858806252,0.8685969035798516,0.9410152003352147,0.4528247388518396,1.6281566808028258,0.8727895451670956,0.14984464346022303,0.732164783049834,0,0,0,0,0,0,0.011229961282365357,0.24128579548998919,0,0,0,0,0,0,0,0,0,0
19,2500.224839325043,1477.063512550958,498.27722856984474,520.6366612764868,0,4.247436927753597,0,0,0,0,0,0,0,8,25,12,0,1,0,0,0,0,0,0,0,-78388,-131475,-14659,0,-300,0,0,0,0,0,0,0,2.4180364959279426,0.9657639429918817,1.6676108232017959,0.9496960072929337,0.3691822276367193,0.5253471115079164,0.3806826836254174,0.7073190906051778,0,0,0.0005607614640129357,0.08357313276895915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2460.7977314969758,977.930478453578,1153.8829026126477,316.91707945141025,0,0,0,12.067270979340037,0,0,0,0,0,-35,-23,-16,0,0,0,-4,0,0,0,0,0,351471,121975,20914,0,0,0,420,0,0,0,0,0,3.2098177248194952,0.7954176198921847,1.2585427554062862,0.4912590093679139,1.4867306337951658,0.7421766073144787,0.44359297893606653,0.8711411751937587,0,0,0,0,0,0,0.0209513566819844,0.20252975393270073,0,0,0,0,0,0,0,0,0,0
21,2952.4719392018765,2630.6001711558783,-592.416661289375,870.5015069169549,0,0,0,1.7180178810252755,42.068904537392996,0,0,0,0,61,47,-7,0,0,0,-3,2,0,0,0,0,-609003,-246162,9729,0,0,0,387,-108,0,0,0,0,4.498868572952382,0.7449404533185574,4.056476795891564,0.8308624252578926,-0.38434714042641094,0.10872755430984736,0.7808145661236777,0.9566839186766298,0,0,0,0,0,0,-0.00012103223763515492,0.006664429769132688,0.04604538360119008,0.639119290113304,0,0,0,0,0,0,0,0
22,4709.1427605275185,2014.814389755833,1131.3114879073692,1660.73846975989,0,0,0,-121.53422909667029,23.812642201096565,0,0,0,0,10,-60,-35,0,0,0,8,4,0,0,0,0,-98378,316730,46057,0,0,0,-824,-232,0,0,0,0,4.210457002771537,0.956287487031157,1.9868395837693211,0.955558174738811,1.4686793089726542,0.8535636267641025,0.8232219416987602,0.4266848616348183,0,0,0,0,0,0,-0.0917402322130416,0.475550993712917,0.023456400543844326,0.435525913158375,0,0,0,0,0,0,0,0
23,6574.928741580424,3976.3346674676286,1852.7056231714087,808.5134350257767,0,0,0,-62.62498408439072,0,0,0,0,0,75,-35,4,0,0,0,3,0,0,0,0,0,-748916,184322,-4328,0,0,0,-228,0,0,0,0,0,6.090658450740361,0.9340070223551612,3.6340602713113506,0.8179677516534265,1.5899903724986355,0.8269748180730956,0.9136073740229625,0.9628697766641449,0,0,0,0,0,0,-0.046999567092592114,0.5075410016152222,0,0,0,0,0,0,0,0,0,0
24,3267.1157988628606,1573.5034937157852,1210.0251306901628,482.14351466733433,0,0,0,1.4436597895783052,0,0,0,0,0,-1,20,2,0,0,0,2,0,0,0,0,0,11536,-104762,-1975,0,0,0,-198,0,0,0,0,0,3.3324619889094667,0.9763021545801842,1.6422775886158252,0.985014866679455,1.2318563002306857,0.8735039547198802,0.4596247503907002,0.9512802465250497,0,0,0,0,0,0,-0.001296650327734869,0.003190987656085539,0,0,0,0,0,0,0,0,0,0
25,4101.523559741564,2204.180002200301,1082.2428571560013,815.1007003852619,0,0,0,0,0,0,0,0,0,-13,-21,2,0,0,0,0,0,0,0,0,0,131184,111526,-1809,0,0,0,0,0,0,0,0,0,5.127629298611753,0.947024312499173,2.4978255054212046,0.9783624671946486,1.6686745792651432,0.6607998648553545,0.9611292139253583,0.9234589844187376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4499.263442137529,3052.7607720744563,679.7042235438712,756.3474825225458,-1.399423154757983,0,0,11.850387151412747,0,0,0,0,0,-15,32,10,1,0,0,-5,0,0,0,0,0,152341,-166965,-12068,-779,0,0,655,0,0,0,0,0,4.968973488933165,0.9381586538082524,3.4333327355590826,0.9018320038197318,0.7892275267491408,0.8459958775270963,0.7414878094414801,0.9443447432079688,-0.0008946993077089034,0.0019667854347066786,0,0,0,0,0.005820116491149575,0.15548248575608772,0,0,0,0,0,0,0,0,0,0
27,3594.187562740921,2314.6454250917304,740.8156742368374,538.726463412353,0,0,0,0,0,0,0,0,0,26,10,-13,0,0,0,0,0,0,0,0,0,-257123,-52177,17025,0,0,0,0,0,0,0,0,0,4.3645835240739705,0.8749609644067381,3.1815609633232156,0.8177160532393232,0.6669100473383016,0.9464308435146122,0.5161125134124745,0.7566386947307652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1321.6328214881012,-108.57031229606946,613.0748716445523,704.6639573258813,0,0,0,136.26588349174278,-23.801578678005768,0,0,0,0,-22,-21,-1,0,0,0,4,3,0,0,0,0,222182,111155,2002,0,0,0,-250,-120,0,0,0,0,1.0488690427059524,0.6542858599433724,-0.32484087307442583,0.16090899829177058,0.4870061312257921,0.8226041875144913,0.7394319467726423,0.9538917796057005,0,0,0,0,0,0,0.17152927496756915,0.775889144157136,-0.024257437185617896,0.4983155245174189,0,0,0,0,0,0,0,0
29,4148.939608897126,2910.9910792455485,396.9408908096084,875.8523660664964,0,0,0,0,-34.84472722452659,0,0,0,0,-26,50,1,0,0,0,0,5,0,0,0,0,260715,-260220,-394,0,0,0,0,-290,0,0,0,0,3.8947295304342378,0.939606448719073,3.1521780068478655,0.967921072045089,-0.15814627497989192,0.07048183009963992,0.9218267002092502,0.9693591112053097,0,0,0,0,0,0,0,0,-0.02112890164296391,0.22401789849080064,0,0,0,0,0,0,0,0
30,4181.225943247613,2420.559185051534,778.5101209700078,952.8872371846464,0,0,0,29.26940004142432,0,0,0,0,0,17,21,5,0,0,0,3,0,0,0,0,0,-166733,-109410,-5564,0,0,0,-372,0,0,0,0,0,3.7707170779257444,0.9422000930022315,2.3133063534818104,0.9337117920372926,0.6281539176730083,0.7054037890726943,0.8231595606523548,0.9291869183665554,0,0,0,0,0,0,0.0060972461185510385,0.13175538851952182,0,0,0,0,0,0,0,0,0,0
31,3329.1731803437156,2263.240797979641,449.9150747192107,942.8307859577544,0,0,0,-326.8134783128903,0,0,0,0,0,-34,5,13,0,0,0,-11,0,0,0,0,0,339898,-25996,-15638,0,0,0,1226,0,0,0,0,0,4.0342456145579035,0.9313275559859564,2.6713838955843094,0.8876342978857804,0.5616818425868255,0.6035763080576122,1.2257963161737073,0.9438023426967767,0,0,0,0,0,0,-0.42461643978694347,0.8858781807802406,0,0,0,0,0,0,0,0,0,0
32,3825.4463682593814,2265.3416593871225,848.8632697657158,711.2414391065431,0,0,0,0,0,0,0,0,0,13,26,-12,0,0,0,0,0,0,0,0,0,-128516,-135726,15696,0,0,0,0,0,0,0,0,0,4.336045941777776,0.9772302028899486,2.764026211499691,0.9675620204736833,0.8522184902134885,0.6940885203971373,0.7198012400645862,0.9818740328285547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4672.858268732991,1240.393648035446,2418.771036301623,989.0267294435034,0,0,12.680066902076305,11.98678805034237,0,0,0,0,0,9,45,5,0,0,-1,2,0,0,0,0,0,-87809,-235512,-5606,0,0,185,-192,0,0,0,0,0,5.225247667930102,0.873372844055808,1.7846795948449374,0.8600970523316559,2.3199517700246437,0.5924922585378348,1.0822310957856056,0.9578517535291404,0,0,0,0,0.017728096511920304,0.5253153057532638,0.02065711076299958,0.6836767250363378,0,0,0,0,0,0,0,0,0,0
34,2765.560960137991,2105.656033395033,340.3913264942239,319.5136002487343,0,0,0,0,0,0,0,0,0,27,-36,28,0,0,0,0,0,0,0,0,0,-267603,188924,-34795,0,0,0,0,0,0,0,0,0,1.7010682798718355,0.7101095015258844,0.784946978327352,0.37164491613886147,0.4005384622018971,0.6755113700861435,0.5155828393425825,0.5431387991989601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,1302.0785537826378,1645.4233368959976,-621.8632006600965,278.5184175467366,0,0,0,0,0,0,0,0,0,14,39,-16,0,0,0,0,0,0,0,0,0,-137984,-205164,20209,0,0,0,0,0,0,0,0,0,1.3368424618847994,0.6919453222656182,1.9370732561371558,0.947499059012921,-1.075947896308844,0.4910117240508585,0.47571710205648315,0.8531041451137188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,3209.088206590562,1749.4496210819343,1001.153131392668,458.4854541159598,0,0,0,0,0,0,0,0,0,32,38,1,0,0,0,0,0,0,0,0,0,-317648,-199212,-713,0,0,0,0,0,0,0,0,0,4.358813584999721,0.7584709966716305,2.092680690011571,0.7162629111753325,1.7522784753256762,0.6960229622090746,0.5138544196624893,0.8786175720614346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4350.674995809095,3161.996429179131,943.0759131063678,245.60265352359602,0,0,0,0,0,0,0,0,0,1,-21,6,0,0,0,0,0,0,0,0,0,-6767,111050,-7571,0,0,0,0,0,0,0,0,0,4.751577271898826,0.977656103044283,3.399145639922469,0.9646731609661551,1.0822709112694326,0.9619632221590746,0.2701607207069314,0.9377307531728156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3189.907753890094,1886.4239130087954,698.0353112122684,641.7092814654443,0,0,1.7455239398237268,-38.006275736237626,0,0,0,0,0,11,-47,-2,0,0,-1,-4,0,0,0,0,0,-108491,247489,3148,0,0,153,504,0,0,0,0,0,3.9894778153688906,0.8879532841029697,2.03320356635854,0.7967669165515252,1.1946648076818143,0.8387468280500369,0.7675618831116903,0.9446534368721486,0,0,0,0,0.01697272454237265,0.5701590642955949,-0.022925166325534097,0.4888565051482945,0,0,0,0,0,0,0,0,0,0
39,3278.734376756848,2952.422979596784,-285.2289305332961,575.4328899493512,36.10743774400885,0,0,0,0,0,0,0,0,-8,23,5,-1,0,0,0,0,0,0,0,0,82260,-121121,-5846,784,0,0,0,0,0,0,0,0,2.6297110633814547,0.840726529800086,3.176922439790901,0.9739673681540981,-1.0625385880671043,0.5419270820506323,0.4753350931753769,0.5665647841095413,0.039992118482295225,0.8274105231196591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,4093.707082553628,1818.246676436247,1576.571125386603,800.5747038179461,0,0,0,-110.18750393371201,8.502080846543663,0,0,0,0,-17,-7,-5,0,0,0,3,3,0,0,0,0,171161,38229,7194,0,0,0,-300,-129,0,0,0,0,4.44874553964245,0.9516517038350908,1.8722367959194215,0.9721535572825782,1.8142287245993298,0.7377934285808829,0.8150401396061632,0.9840872250394612,0,0,0,0,0,0,-0.05349942511581147,0.409035375421347,0.0007393046333326096,0.04294043212488102,0,0,0,0,0,0,0,0
41,760.8753378582821,1370.0228609514888,-1430.4796414974553,724.9438830231393,0,0,0,96.38823538110933,0,0,0,0,0,23,41,9,0,0,0,5,0,0,0,0,0,-227706,-215821,-10478,0,0,0,-435,0,0,0,0,0,2.079365216609039,0.7732768160795214,1.5722801477158455,0.8697530911737348,-0.36130360971563225,0.15612242531450005,0.7768665869187138,0.986407456400746,0,0,0,0,0,0,0.09152209169010572,0.7185300818978905,0,0,0,0,0,0,0,0,0,0
42,4285.035321157253,595.8972605614108,3008.7323832649854,680.4056773308566,0,0,0,0,0,0,0,0,0,31,67,10,0,0,0,0,0,0,0,0,0,-307808,-353339,-12250,0,0,0,0,0,0,0,0,0,3.0526331527495003,0.6755879426192768,-0.5215107543271942,0.07205197300976687,3.1147337387507643,0.9117725258056176,0.45941016832594667,0.6483171137197526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2274.8867405564765,3101.889030447637,-1343.1101370358374,530.0271194538473,0,0,0,-13.919272309170651,0,0,0,0,0,52,60,13,0,0,0,-3,0,0,0,0,0,-517099,-315769,-15556,0,0,0,300,0,0,0,0,0,3.7737398964361715,0.8389687277683854,3.7373588416204284,0.9001249096009186,-0.47112241416552614,0.224029532695923,0.5203665012711469,0.8715730855265783,0,0,0,0,0,0,-0.012863032289873386,0.028958477364659084,0,0,0,0,0,0,0,0,0,0
44,2983.5857874428075,1797.7102131515385,462.4688735587988,723.4067007324702,0,0,0,0,0,0,0,0,0,-2,65,20,0,0,0,0,0,0,0,0,0,21707,-341071,-24496,0,0,0,0,0,0,0,0,0,3.1028785799131557,0.8999670662626831,1.6819177289551108,0.9626863333021568,0.7792009247038376,0.4352400260285306,0.6417599262541969,0.8893484108674219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2409.3900718310288,561.8054035158711,1119.139607701858,728.4450606132996,0,0,0,0,0,0,0,0,0,-22,41,14,0,0,0,0,0,0,0,0,0,220181,-215013,-17083,0,0,0,0,0,0,0,0,0,2.220320270518182,0.8168303438570055,0.3786176825294272,0.1336973219079276,1.0650781275518115,0.9538811180792665,0.7766244604369393,0.9025000311628653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,4150.161153429166,3029.835668394662,754.0465650507103,360.97696151550554,0,0,0,5.301958468288092,0,0,0,0,0,-23,-24,-14,0,0,0,3,0,0,0,0,0,231326,127009,18403,0,0,0,-282,0,0,0,0,0,3.9278748829818904,0.8682642747631826,2.7298263748606506,0.8218688535811454,0.7943982243215795,0.7976903300085162,0.40829505832102203,0.6659306125322136,0,0,0,0,0,0,-0.004644774521364713,0.03716014918092793,0,0,0,0,0,0,0,0,0,0
47,1342.4740767905023,1654.570376601303,-603.2355526320753,291.13925282127457,0,0,0,0,0,0,0,0,0,12,67,7,0,0,0,0,0,0,0,0,0,-118542,-350120,-8519,0,0,0,0,0,0,0,0,0,1.6116372525580849,0.7958314431110842,1.4581450906484401,0.9419808354200218,-0.03352180216407488,0.0027064640219866703,0.18701396407370807,0.7748415535175862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2794.578954831175,830.0051405484119,1643.7157751599152,320.8580391228479,0,0,0,0,0,0,0,0,0,-10,33,-5,0,0,0,0,0,0,0,0,0,101498,-172522,6907,0,0,0,0,0,0,0,0,0,2.0719759159646425,0.8581788917562534,0.4476023773454651,0.4604037045658918,1.3168219353716912,0.9005391391945788,0.30755160324748854,0.5748053549797993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,-394.9263087072061,-1790.8580508932355,788.3651838150108,583.5807078548685,0,0,0,23.985850516150123,0,0,0,0,0,48,-45,1,0,0,0,-1,0,0,0,0,0,-476579,236772,-623,0,0,0,92,0,0,0,0,0,0.248795587590487,0.006903828911920117,-1.2470655205780512,0.13476490606921568,0.8044208506322302,0.6220312370339462,0.6523680487927643,0.9747434153529012,0,0,0,0,0,0,0.0390722087435506,0.7674951497605892,0,0,0,0,0,0,0,0,0,0
50,7301.895286556464,5609.742485885072,703.5570195846285,965.3600980411593,0,0,23.23568304560456,0,0,0,0,0,0,-7,-1,-12,0,0,-1,0,0,0,0,0,0,74376,5967,15467,0,0,181,0,0,0,0,0,0,7.4928933184841595,0.9610033183758631,5.852690495566746,0.9520101363729557,0.6928043895676195,0.9024572686292786,0.9287727865638722,0.926105007047552,0,0,0,0,0.018625646785928058,0.4417522977125076,0,0,0,0,0,0,0,0,0,0,0,0
51,849.0431413070748,218.18711599780363,176.07830513636873,453.98871898999096,0,0,0,0.7890011829114769,0,0,0,0,0,-26,-12,-8,0,0,0,-2,0,0,0,0,0,261279,63672,11025,0,0,0,212,0,0,0,0,0,0.288784081675089,0.05748043841676784,-0.12025153102324326,0.022793344352466122,-0.1143290258496854,0.03754788678201907,0.5144699976618178,0.9027240414648727,0,0,0,0,0,0,0.008894640886194684,0.25330614975051313,0,0,0,0,0,0,0,0,0,0
52,5623.321146372036,3781.858005589893,1470.3451085430133,347.40007276189317,0,9.428789126896675,0,14.289170350340441,0,0,0,0,0,-13,15,-10,0,1,0,4,0,0,0,0,0,132390,-76324,13167,0,-268,0,-420,0,0,0,0,0,6.315765908233031,0.9279530106735238,4.249200484583752,0.8595727576105271,1.6226028980803304,0.982312199894012,0.4299667231625635,0.8423979303137675,0,0,-0.002719123695676998,0.016179661353130453,0,0,0.01671492610209476,0.2771685024907674,0,0,0,0,0,0,0,0,0,0
